Name,PM10 (µg/m³),Pollution Category
Ningbo,71.0,2 - Good
Ningbo,81.0,2 - Good
Ningbo,83.6,2 - Good
Ningbo,54.2,2 - Good
Ningbo,50.8,6 - Very Poor
Ningbo,54.4,2 - Good
Ningbo,78.7,2 - Good
Ningbo,98.0,2 - Good
Ningbo,84.8,2 - Good
Ningbo,102.2,3 - Satisfactory
Ningbo,67.3,2 - Good
Ningbo,74.0,2 - Good
Ningbo,67.8,2 - Good
Ningbo,69.6,2 - Good
Ningbo,59.8,2 - Good
Ningbo,82.7,2 - Good
Ningbo,36.1,1 - Very Good
Ningbo,28.3,1 - Very Good
Ningbo,37.8,1 - Very Good
Ningbo,24.9,1 - Very Good
Ningbo,11.4,1 - Very Good
Ningbo,35.5,1 - Very Good
Ningbo,8.0,1 - Very Good
Ningbo,16.9,1 - Very Good
Ningbo,43.7,1 - Very Good
Ningbo,21.3,1 - Very Good
Ningbo,28.1,1 - Very Good
Ningbo,65.2,2 - Good
Ningbo,68.7,2 - Good
Ningbo,25.9,1 - Very Good
Ningbo,44.1,1 - Very Good
Ningbo,30.6,1 - Very Good
Ningbo,16.6,1 - Very Good
Ningbo,42.3,1 - Very Good
Ningbo,22.3,1 - Very Good
Ningbo,58.3,2 - Good
Ningbo,64.7,2 - Good
Ningbo,59.0,2 - Good
Ningbo,85.0,2 - Good
Ningbo,54.9,2 - Good
Ningbo,61.9,2 - Good
Ningbo,68.0,2 - Good
Ningbo,49.0,1 - Very Good
Ningbo,60.8,2 - Good
Ningbo,45.4,1 - Very Good
Ningbo,46.6,1 - Very Good
Ningbo,67.3,2 - Good
Ningbo,105.7,3 - Satisfactory
Ningbo,91.3,2 - Good
Ningbo,111.1,3 - Satisfactory
Ningbo,99.0,2 - Good
Ningbo,123.4,3 - Satisfactory
Ningbo,112.7,3 - Satisfactory
Ningbo,101.0,3 - Satisfactory
Ningbo,139.7,3 - Satisfactory
Ningbo,102.0,3 - Satisfactory
Ningbo,81.5,2 - Good
Ningbo,89.9,2 - Good
Ningbo,52.6,2 - Good
Ningbo,67.1,2 - Good
Ningbo,30.0,1 - Very Good
Ningbo,17.6,1 - Very Good
Ningbo,19.4,1 - Very Good
Ningbo,15.5,1 - Very Good
Ningbo,27.1,1 - Very Good
Ningbo,45.5,1 - Very Good
Ningbo,36.2,1 - Very Good
Ningbo,28.1,1 - Very Good
Ningbo,27.2,1 - Very Good
Ningbo,30.7,1 - Very Good
Ningbo,32.8,1 - Very Good
Ningbo,27.1,1 - Very Good
Ningbo,37.0,1 - Very Good
Ningbo,26.5,1 - Very Good
Ningbo,31.4,1 - Very Good
Ningbo,30.4,1 - Very Good
Ningbo,11.7,1 - Very Good
Ningbo,6.1,1 - Very Good
Ningbo,43.8,1 - Very Good
Ningbo,40.9,1 - Very Good
Ningbo,50.4,6 - Very Poor
Ningbo,43.1,1 - Very Good
Ningbo,65.7,2 - Good
Ningbo,41.3,1 - Very Good
Ningbo,41.9,1 - Very Good
Ningbo,44.0,1 - Very Good
Ningbo,49.8,1 - Very Good
Ningbo,51.0,2 - Good
Ningbo,25.8,1 - Very Good
Ningbo,37.1,1 - Very Good
Ningbo,49.5,1 - Very Good
Ningbo,20.0,1 - Very Good
Ningbo,19.0,1 - Very Good
Ningbo,23.8,1 - Very Good
Ningbo,18.4,1 - Very Good
Ningbo,19.6,1 - Very Good
Ningbo,28.9,1 - Very Good
Ningbo,13.9,1 - Very Good
Ningbo,10.7,1 - Very Good
Ningbo,21.5,1 - Very Good
Ningbo,16.4,1 - Very Good
Ningbo,24.1,1 - Very Good
Ningbo,111.5,3 - Satisfactory
Ningbo,49.6,1 - Very Good
Ningbo,32.1,1 - Very Good
Ningbo,281.3,4 - Borderline
Ningbo,44.7,1 - Very Good
Ningbo,40.9,1 - Very Good
Ningbo,342.7,4 - Borderline
Ningbo,35.7,1 - Very Good
Ningbo,63.8,2 - Good
Ningbo,489.9,6 - Very Poor
Ningbo,220.3,3 - Satisfactory
Ningbo,42.7,1 - Very Good
Ningbo,179.7,3 - Satisfactory
Ningbo,64.3,2 - Good
Ningbo,26.4,1 - Very Good
Ningbo,32.8,1 - Very Good
Ningbo,25.1,1 - Very Good
Ningbo,29.5,1 - Very Good
Ningbo,45.3,1 - Very Good
Ningbo,71.2,2 - Good
Ningbo,35.6,1 - Very Good
Ningbo,117.1,3 - Satisfactory
Ningbo,107.3,3 - Satisfactory
Ningbo,26.0,1 - Very Good
Ningbo,21.2,1 - Very Good
Ningbo,24.9,1 - Very Good
Ningbo,76.4,2 - Good
Ningbo,44.1,1 - Very Good
Ningbo,23.7,1 - Very Good
Ningbo,37.5,1 - Very Good
Ningbo,38.2,1 - Very Good
Ningbo,23.5,1 - Very Good
Ningbo,49.0,1 - Very Good
Ningbo,35.0,1 - Very Good
Ningbo,45.3,1 - Very Good
Ningbo,111.5,3 - Satisfactory
Ningbo,108.0,3 - Satisfactory
Ningbo,62.4,2 - Good
Ningbo,404.2,5 - Poor
Ningbo,30.7,1 - Very Good
Ningbo,23.9,1 - Very Good
Ningbo,446.1,6 - Very Poor
Ningbo,29.5,1 - Very Good
Ningbo,18.4,1 - Very Good
Ningbo,224.4,3 - Satisfactory
Ningbo,45.5,1 - Very Good
Ningbo,90.8,2 - Good
Ningbo,68.9,2 - Good
Ningbo,65.0,2 - Good
Ningbo,40.7,1 - Very Good
Ningbo,27.2,1 - Very Good
Ningbo,14.4,1 - Very Good
Ningbo,93.4,2 - Good
Ningbo,34.1,1 - Very Good
Ningbo,31.7,1 - Very Good
Ningbo,92.4,2 - Good
Ningbo,47.0,1 - Very Good
Ningbo,60.1,2 - Good
Ningbo,238.0,3 - Satisfactory
Ningbo,46.0,1 - Very Good
Ningbo,86.8,2 - Good
Ningbo,321.3,4 - Borderline
Ningbo,41.1,1 - Very Good
Ningbo,135.0,3 - Satisfactory
Ningbo,90.3,2 - Good
Ningbo,81.5,2 - Good
Ningbo,82.2,2 - Good
Ningbo,197.0,3 - Satisfactory
Ningbo,72.4,2 - Good
Ningbo,42.4,1 - Very Good
Ningbo,33.5,1 - Very Good
Ningbo,23.1,1 - Very Good
Ningbo,29.1,1 - Very Good
Ningbo,20.0,1 - Very Good
Ningbo,12.0,1 - Very Good
Ningbo,18.7,1 - Very Good
Ningbo,39.8,1 - Very Good
Ningbo,26.0,1 - Very Good
Ningbo,36.1,1 - Very Good
Ningbo,38.4,1 - Very Good
Ningbo,28.5,1 - Very Good
Ningbo,23.2,1 - Very Good
Ningbo,37.0,1 - Very Good
Ningbo,29.9,1 - Very Good
Ningbo,16.0,1 - Very Good
Ningbo,25.7,1 - Very Good
Ningbo,36.3,1 - Very Good
Ningbo,38.3,1 - Very Good
Ningbo,38.1,1 - Very Good
Ningbo,35.0,1 - Very Good
Ningbo,34.0,1 - Very Good
Ningbo,104.5,3 - Satisfactory
Ningbo,37.3,1 - Very Good
Ningbo,29.6,1 - Very Good
Ningbo,51.3,2 - Good
Ningbo,26.5,1 - Very Good
Ningbo,25.0,1 - Very Good
Ningbo,38.2,1 - Very Good
Ningbo,30.4,1 - Very Good
Ningbo,31.7,1 - Very Good
Ningbo,42.3,1 - Very Good
Ningbo,44.8,1 - Very Good
Ningbo,49.4,1 - Very Good
Ningbo,33.9,1 - Very Good
Ningbo,36.0,1 - Very Good
Ningbo,38.0,1 - Very Good
Ningbo,46.4,1 - Very Good
Ningbo,56.7,2 - Good
Ningbo,49.0,1 - Very Good
Ningbo,46.6,1 - Very Good
Ningbo,51.9,2 - Good
Ningbo,44.2,1 - Very Good
Ningbo,35.3,1 - Very Good
Ningbo,61.7,2 - Good
Ningbo,54.7,2 - Good
Ningbo,41.6,1 - Very Good
Ningbo,100.6,6 - Very Poor
Ningbo,74.5,2 - Good
Ningbo,163.9,3 - Satisfactory
Ningbo,76.6,2 - Good
Ningbo,35.7,1 - Very Good
Ningbo,43.1,1 - Very Good
Ningbo,34.8,1 - Very Good
Ningbo,31.2,1 - Very Good
Ningbo,38.6,1 - Very Good
Ningbo,23.3,1 - Very Good
Ningbo,26.6,1 - Very Good
Ningbo,37.4,1 - Very Good
Ningbo,23.1,1 - Very Good
Ningbo,33.6,1 - Very Good
Ningbo,41.2,1 - Very Good
Ningbo,27.7,1 - Very Good
Ningbo,29.3,1 - Very Good
Ningbo,29.3,1 - Very Good
Ningbo,10.4,1 - Very Good
Ningbo,21.2,1 - Very Good
Ningbo,15.8,1 - Very Good
Ningbo,8.1,1 - Very Good
Ningbo,13.5,1 - Very Good
Ningbo,17.2,1 - Very Good
Ningbo,12.6,1 - Very Good
Ningbo,16.7,1 - Very Good
Ningbo,27.2,1 - Very Good
Ningbo,33.4,1 - Very Good
Ningbo,64.0,2 - Good
Ningbo,165.8,3 - Satisfactory
Ningbo,19.6,1 - Very Good
Ningbo,55.9,2 - Good
Ningbo,53.9,2 - Good
Ningbo,31.7,1 - Very Good
Ningbo,41.9,1 - Very Good
Ningbo,57.6,2 - Good
Ningbo,47.1,1 - Very Good
Ningbo,40.9,1 - Very Good
Ningbo,36.0,1 - Very Good
Ningbo,23.9,1 - Very Good
Ningbo,24.0,1 - Very Good
Ningbo,34.9,1 - Very Good
Ningbo,28.1,1 - Very Good
Ningbo,27.0,1 - Very Good
Ningbo,40.5,1 - Very Good
Ningbo,36.6,1 - Very Good
Ningbo,30.7,1 - Very Good
Ningbo,31.7,1 - Very Good
Ningbo,12.0,1 - Very Good
Ningbo,11.8,1 - Very Good
Ningbo,22.5,1 - Very Good
Ningbo,15.3,1 - Very Good
Ningbo,20.7,1 - Very Good
Ningbo,24.6,1 - Very Good
Ningbo,17.1,1 - Very Good
Ningbo,14.6,1 - Very Good
Ningbo,15.2,1 - Very Good
Ningbo,12.5,1 - Very Good
Ningbo,10.6,1 - Very Good
Ningbo,17.4,1 - Very Good
Ningbo,13.4,1 - Very Good
Ningbo,14.4,1 - Very Good
Ningbo,15.2,1 - Very Good
Ningbo,11.1,1 - Very Good
Ningbo,11.5,1 - Very Good
Ningbo,24.1,1 - Very Good
Ningbo,12.6,1 - Very Good
Ningbo,12.7,1 - Very Good
Ningbo,20.2,1 - Very Good
Ningbo,22.8,1 - Very Good
Ningbo,12.4,1 - Very Good
Ningbo,43.0,1 - Very Good
Ningbo,22.2,1 - Very Good
Ningbo,22.5,1 - Very Good
Ningbo,27.2,1 - Very Good
Ningbo,16.4,1 - Very Good
Ningbo,16.2,1 - Very Good
Ningbo,28.6,1 - Very Good
Ningbo,16.6,1 - Very Good
Ningbo,18.4,1 - Very Good
Ningbo,22.8,1 - Very Good
Ningbo,18.4,1 - Very Good
Ningbo,22.1,1 - Very Good
Ningbo,26.2,1 - Very Good
Ningbo,35.9,1 - Very Good
Ningbo,42.6,1 - Very Good
Ningbo,55.6,2 - Good
Ningbo,217.0,3 - Satisfactory
Ningbo,56.8,2 - Good
Ningbo,118.7,3 - Satisfactory
Ningbo,191.9,3 - Satisfactory
Ningbo,31.2,1 - Very Good
Ningbo,138.3,3 - Satisfactory
Ningbo,122.9,3 - Satisfactory
Ningbo,47.5,1 - Very Good
Ningbo,64.3,2 - Good
Ningbo,72.9,2 - Good
Ningbo,40.7,1 - Very Good
Ningbo,75.2,2 - Good
Ningbo,236.1,3 - Satisfactory
Ningbo,112.9,3 - Satisfactory
Ningbo,78.7,2 - Good
Ningbo,37.8,1 - Very Good
Ningbo,37.0,1 - Very Good
Ningbo,17.3,1 - Very Good
Ningbo,19.7,1 - Very Good
Ningbo,36.3,1 - Very Good
Ningbo,42.7,1 - Very Good
Ningbo,46.7,1 - Very Good
Ningbo,46.2,1 - Very Good
Ningbo,137.4,3 - Satisfactory
Ningbo,45.3,1 - Very Good
Ningbo,13.5,1 - Very Good
Ningbo,112.9,3 - Satisfactory
Ningbo,113.2,3 - Satisfactory
Ningbo,67.8,2 - Good
Ningbo,88.7,2 - Good
Ningbo,39.3,1 - Very Good
Ningbo,37.0,1 - Very Good
Ningbo,66.1,2 - Good
Ningbo,54.6,2 - Good
Ningbo,34.7,1 - Very Good
Ningbo,27.9,1 - Very Good
Ningbo,26.4,1 - Very Good
Ningbo,20.8,1 - Very Good
Ningbo,18.9,1 - Very Good
Ningbo,25.5,1 - Very Good
Ningbo,12.7,1 - Very Good
Ningbo,15.3,1 - Very Good
Ningbo,14.6,1 - Very Good
Ningbo,11.8,1 - Very Good
Ningbo,22.2,1 - Very Good
Ningbo,33.9,1 - Very Good
Ningbo,40.6,1 - Very Good
Ningbo,52.9,2 - Good
Ningbo,62.9,2 - Good
Ningbo,58.6,2 - Good
Ningbo,69.6,2 - Good
Ningbo,88.2,2 - Good
Ningbo,67.5,2 - Good
Ningbo,51.5,2 - Good
Ningbo,21.7,1 - Very Good
Ningbo,33.2,1 - Very Good
Ningbo,84.8,2 - Good
Ningbo,38.3,1 - Very Good
Ningbo,25.4,1 - Very Good
Ningbo,19.0,1 - Very Good
Ningbo,17.8,1 - Very Good
Ningbo,13.9,1 - Very Good
Ningbo,16.1,1 - Very Good
Ningbo,13.9,1 - Very Good
Ningbo,14.0,1 - Very Good
Ningbo,20.7,1 - Very Good
Ningbo,41.3,1 - Very Good
Ningbo,36.1,1 - Very Good
Ningbo,46.3,1 - Very Good
Ningbo,29.8,1 - Very Good
Ningbo,18.2,1 - Very Good
Ningbo,72.4,2 - Good
Ningbo,20.0,1 - Very Good
Ningbo,41.0,1 - Very Good
Ningbo,78.2,2 - Good
Ningbo,28.4,1 - Very Good
Ningbo,22.1,1 - Very Good
Ningbo,75.2,2 - Good
Ningbo,51.5,2 - Good
Ningbo,37.3,1 - Very Good
Ningbo,83.4,2 - Good
Ningbo,25.1,1 - Very Good
Ningbo,12.2,1 - Very Good
Ningbo,24.5,1 - Very Good
Ningbo,16.5,1 - Very Good
Ningbo,16.1,1 - Very Good
Ningbo,108.3,3 - Satisfactory
Ningbo,22.7,1 - Very Good
Ningbo,24.8,1 - Very Good
Ningbo,67.3,2 - Good
Ningbo,40.6,1 - Very Good
Ningbo,34.2,1 - Very Good
Ningbo,173.2,3 - Satisfactory
Ningbo,43.9,1 - Very Good
Ningbo,41.6,1 - Very Good
Ningbo,150.9,3 - Satisfactory
Ningbo,57.5,2 - Good
Ningbo,37.4,1 - Very Good
Ningbo,129.9,3 - Satisfactory
Ningbo,38.2,1 - Very Good
Ningbo,36.4,1 - Very Good
Ningbo,76.4,2 - Good
Ningbo,37.4,1 - Very Good
Ningbo,39.3,1 - Very Good
Ningbo,29.2,1 - Very Good
Ningbo,23.3,1 - Very Good
Ningbo,29.1,1 - Very Good
Ningbo,23.3,1 - Very Good
Ningbo,31.5,1 - Very Good
Ningbo,22.6,1 - Very Good
Ningbo,20.1,1 - Very Good
Ningbo,20.3,1 - Very Good
Ningbo,23.1,1 - Very Good
Ningbo,24.6,1 - Very Good
Ningbo,49.8,1 - Very Good
Ningbo,29.6,1 - Very Good
Ningbo,48.3,1 - Very Good
Ningbo,80.8,2 - Good
Ningbo,82.4,2 - Good
Ningbo,51.8,2 - Good
Ningbo,19.0,1 - Very Good
Ningbo,56.6,2 - Good
Ningbo,80.3,2 - Good
Ningbo,65.0,2 - Good
Ningbo,70.8,2 - Good
Ningbo,93.4,2 - Good
Ningbo,35.4,1 - Very Good
Ningbo,30.6,1 - Very Good
Ningbo,26.0,1 - Very Good
Ningbo,25.3,1 - Very Good
Ningbo,20.5,1 - Very Good
Ningbo,17.6,1 - Very Good
Ningbo,10.2,1 - Very Good
Ningbo,13.2,1 - Very Good
Ningbo,274.7,4 - Borderline
Ningbo,42.3,1 - Very Good
Ningbo,25.4,1 - Very Good
Ningbo,101.7,3 - Satisfactory
Ningbo,36.1,1 - Very Good
Ningbo,19.6,1 - Very Good
Ningbo,91.0,2 - Good
Ningbo,39.2,1 - Very Good
Ningbo,24.0,1 - Very Good
Ningbo,97.3,2 - Good
Ningbo,48.7,1 - Very Good
Ningbo,32.0,1 - Very Good
Ningbo,57.3,2 - Good
Ningbo,53.9,2 - Good
Ningbo,61.5,2 - Good
Ningbo,108.0,3 - Satisfactory
Ningbo,104.1,3 - Satisfactory
Ningbo,94.8,2 - Good
Ningbo,98.3,2 - Good
Ningbo,81.0,2 - Good
Ningbo,40.2,1 - Very Good
Ningbo,56.1,2 - Good
Ningbo,33.2,1 - Very Good
Ningbo,21.1,1 - Very Good
Ningbo,88.7,2 - Good
Ningbo,53.3,2 - Good
Ningbo,48.3,1 - Very Good
Ningbo,33.3,1 - Very Good
Ningbo,40.7,1 - Very Good
Ningbo,51.2,2 - Good
Ningbo,29.8,1 - Very Good
Ningbo,18.9,1 - Very Good
Ningbo,35.5,1 - Very Good
Ningbo,65.0,2 - Good
Ningbo,38.3,1 - Very Good
Ningbo,17.6,1 - Very Good
Ningbo,46.3,1 - Very Good
Ningbo,33.3,1 - Very Good
Ningbo,38.8,1 - Very Good
Ningbo,69.8,2 - Good
Ningbo,34.9,1 - Very Good
Ningbo,21.4,1 - Very Good
Ningbo,69.2,2 - Good
Ningbo,23.6,1 - Very Good
Ningbo,63.6,2 - Good
Ningbo,53.4,2 - Good
Ningbo,17.6,1 - Very Good
Ningbo,20.8,1 - Very Good
Ningbo,46.2,1 - Very Good
Ningbo,16.8,1 - Very Good
Ningbo,17.4,1 - Very Good
Ningbo,48.2,1 - Very Good
Ningbo,21.4,1 - Very Good
Ningbo,23.5,1 - Very Good
Ningbo,36.1,1 - Very Good
Ningbo,41.4,1 - Very Good
Ningbo,61.0,2 - Good
Ningbo,61.9,2 - Good
Ningbo,87.1,2 - Good
Ningbo,50.6,6 - Very Poor
Ningbo,69.4,2 - Good
Ningbo,52.4,2 - Good
Ningbo,65.4,2 - Good
Ningbo,66.4,2 - Good
Ningbo,26.2,1 - Very Good
Ningbo,25.1,1 - Very Good
Ningbo,47.0,1 - Very Good
Ningbo,40.4,1 - Very Good
Ningbo,38.6,1 - Very Good
Ningbo,44.9,1 - Very Good
Ningbo,50.6,6 - Very Poor
Ningbo,61.9,2 - Good
Ningbo,64.0,2 - Good
Ningbo,87.3,2 - Good
Ningbo,75.9,2 - Good
Ningbo,74.7,2 - Good
Ningbo,86.6,2 - Good
Ningbo,72.6,2 - Good
Ningbo,148.1,3 - Satisfactory
Ningbo,136.4,3 - Satisfactory
Ningbo,167.6,3 - Satisfactory
Ningbo,115.0,3 - Satisfactory
Ningbo,85.2,2 - Good
Ningbo,91.7,2 - Good
Ningbo,51.2,2 - Good
Ningbo,34.7,1 - Very Good
Ningbo,53.4,2 - Good
Ningbo,75.7,2 - Good
Ningbo,102.4,3 - Satisfactory
Ningbo,28.2,1 - Very Good
Ningbo,44.5,1 - Very Good
Ningbo,32.4,1 - Very Good
Ningbo,45.2,1 - Very Good
Ningbo,42.0,1 - Very Good
Ningbo,54.1,2 - Good
Ningbo,53.7,2 - Good
Ningbo,24.8,1 - Very Good
Ningbo,28.2,1 - Very Good
Ningbo,35.4,1 - Very Good
Ningbo,22.5,1 - Very Good
Ningbo,22.4,1 - Very Good
Ningbo,45.1,1 - Very Good
Ningbo,29.8,1 - Very Good
Ningbo,40.6,1 - Very Good
Ningbo,62.2,2 - Good
Ningbo,43.3,1 - Very Good
Ningbo,42.4,1 - Very Good
Ningbo,64.3,2 - Good
Ningbo,43.2,1 - Very Good
Ningbo,69.8,2 - Good
Ningbo,68.9,2 - Good
Ningbo,62.2,2 - Good
Ningbo,18.4,1 - Very Good
Ningbo,33.9,1 - Very Good
Ningbo,40.5,1 - Very Good
Ningbo,43.9,1 - Very Good
Ningbo,47.0,1 - Very Good
Ningbo,26.4,1 - Very Good
Ningbo,30.0,1 - Very Good
Ningbo,56.0,2 - Good
Ningbo,32.0,1 - Very Good
Ningbo,36.8,1 - Very Good
Ningbo,58.3,2 - Good
Ningbo,24.2,1 - Very Good
Ningbo,21.4,1 - Very Good
Ningbo,36.2,1 - Very Good
Ningbo,17.3,1 - Very Good
Ningbo,24.5,1 - Very Good
Ningbo,34.0,1 - Very Good
Ningbo,18.6,1 - Very Good
Ningbo,28.3,1 - Very Good
Ningbo,46.7,1 - Very Good
Ningbo,31.1,1 - Very Good
Ningbo,21.7,1 - Very Good
Ningbo,25.4,1 - Very Good
Ningbo,14.8,1 - Very Good
Ningbo,14.6,1 - Very Good
Ningbo,10.2,1 - Very Good
Ningbo,10.8,1 - Very Good
Ningbo,35.0,1 - Very Good
Ningbo,13.9,1 - Very Good
Ningbo,23.9,1 - Very Good
Ningbo,15.4,1 - Very Good
Ningbo,33.3,1 - Very Good
Ningbo,44.2,1 - Very Good
Ningbo,30.2,1 - Very Good
Ningbo,45.2,1 - Very Good
Ningbo,26.8,1 - Very Good
Ningbo,44.9,1 - Very Good
Ningbo,53.8,2 - Good
Ningbo,30.0,1 - Very Good
Ningbo,49.0,1 - Very Good
Ningbo,31.1,1 - Very Good
Ningbo,21.1,1 - Very Good
Ningbo,24.2,1 - Very Good
Ningbo,24.4,1 - Very Good
Ningbo,26.2,1 - Very Good
Ningbo,15.8,1 - Very Good
Ningbo,20.1,1 - Very Good
Ningbo,39.8,1 - Very Good
Ningbo,29.5,1 - Very Good
Ningbo,41.6,1 - Very Good
Ningbo,28.4,1 - Very Good
Ningbo,38.1,1 - Very Good
Ningbo,58.1,2 - Good
Ningbo,48.8,1 - Very Good
Ningbo,69.2,2 - Good
Ningbo,94.1,2 - Good
Ningbo,59.6,2 - Good
Ningbo,55.5,2 - Good
Ningbo,102.4,3 - Satisfactory
Ningbo,78.5,2 - Good
Ningbo,38.3,1 - Very Good
Ningbo,40.9,1 - Very Good
Ningbo,39.5,1 - Very Good
Ningbo,38.2,1 - Very Good
Ningbo,23.0,1 - Very Good
Ningbo,22.8,1 - Very Good
Ningbo,49.6,1 - Very Good
Ningbo,48.1,1 - Very Good
Ningbo,32.6,1 - Very Good
Ningbo,70.3,2 - Good
Ningbo,72.6,2 - Good
Ningbo,51.6,2 - Good
Ningbo,57.6,2 - Good
Ningbo,72.6,2 - Good
Ningbo,39.3,1 - Very Good
Ningbo,37.1,1 - Very Good
Ningbo,56.3,2 - Good
Ningbo,38.9,1 - Very Good
Ningbo,69.2,2 - Good
Ningbo,73.6,2 - Good
Ningbo,125.7,3 - Satisfactory
Ningbo,15.0,1 - Very Good
Ningbo,22.7,1 - Very Good
Ningbo,22.6,1 - Very Good
Ningbo,19.7,1 - Very Good
Ningbo,23.2,1 - Very Good
Ningbo,21.2,1 - Very Good
Ningbo,32.6,1 - Very Good
Ningbo,75.2,2 - Good
Ningbo,26.6,1 - Very Good
Ningbo,60.1,2 - Good
Ningbo,53.1,2 - Good
Ningbo,45.8,1 - Very Good
Ningbo,63.8,2 - Good
Ningbo,85.4,2 - Good
Ningbo,91.0,2 - Good
Ningbo,79.6,2 - Good
Ningbo,74.3,2 - Good
Ningbo,53.1,2 - Good
Ningbo,35.5,1 - Very Good
Ningbo,44.4,1 - Very Good
Ningbo,44.0,1 - Very Good
Ningbo,39.7,1 - Very Good
Ningbo,36.0,1 - Very Good
Ningbo,38.5,1 - Very Good
Ningbo,44.6,1 - Very Good
Ningbo,67.1,2 - Good
Ningbo,40.2,1 - Very Good
Ningbo,73.6,2 - Good
Ningbo,79.2,2 - Good
Ningbo,44.4,1 - Very Good
Ningbo,79.4,2 - Good
Ningbo,121.5,3 - Satisfactory
Ningbo,68.5,2 - Good
Ningbo,89.4,2 - Good
Ningbo,70.1,2 - Good
Ningbo,68.7,2 - Good
Ningbo,144.4,3 - Satisfactory
Ningbo,102.7,3 - Satisfactory
Ningbo,51.1,2 - Good
Ningbo,72.9,2 - Good
Ningbo,120.1,3 - Satisfactory
Ningbo,56.7,2 - Good
Ningbo,56.7,2 - Good
Ningbo,72.4,2 - Good
Ningbo,30.6,1 - Very Good
Ningbo,51.5,2 - Good
Ningbo,69.4,2 - Good
Ningbo,70.8,2 - Good
Ningbo,65.7,2 - Good
Ningbo,82.7,2 - Good
Ningbo,30.2,1 - Very Good
Ningbo,123.9,3 - Satisfactory
Ningbo,58.4,2 - Good
Ningbo,20.3,1 - Very Good
Ningbo,31.0,1 - Very Good
Ningbo,22.5,1 - Very Good
Ningbo,30.6,1 - Very Good
Ningbo,43.2,1 - Very Good
Ningbo,37.7,1 - Very Good
Ningbo,21.1,1 - Very Good
Ningbo,24.3,1 - Very Good
Ningbo,53.4,2 - Good
Ningbo,29.4,1 - Very Good
Ningbo,33.1,1 - Very Good
Ningbo,46.9,1 - Very Good
Ningbo,16.1,1 - Very Good
Ningbo,16.1,1 - Very Good
Ningbo,17.2,1 - Very Good
Ningbo,41.2,1 - Very Good
Ningbo,36.3,1 - Very Good
Ningbo,32.0,1 - Very Good
Ningbo,37.8,1 - Very Good
Ningbo,16.2,1 - Very Good
Ningbo,38.1,1 - Very Good
Ningbo,31.5,1 - Very Good
Ningbo,25.5,1 - Very Good
Ningbo,14.4,1 - Very Good
Ningbo,31.3,1 - Very Good
Ningbo,43.5,1 - Very Good
Ningbo,86.1,2 - Good
Ningbo,48.7,1 - Very Good
Ningbo,45.9,1 - Very Good
Ningbo,40.4,1 - Very Good
Ningbo,25.0,1 - Very Good
Ningbo,38.9,1 - Very Good
Ningbo,37.7,1 - Very Good
Ningbo,34.7,1 - Very Good
Ningbo,51.8,2 - Good
Ningbo,53.9,2 - Good
Ningbo,48.5,1 - Very Good
Ningbo,58.9,2 - Good
Ningbo,69.2,2 - Good
Ningbo,65.9,2 - Good
Ningbo,99.2,2 - Good
Ningbo,121.1,3 - Satisfactory
Ningbo,96.9,2 - Good
Ningbo,172.3,3 - Satisfactory
Ningbo,149.0,3 - Satisfactory
Ningbo,53.4,2 - Good
Ningbo,95.5,2 - Good
Ningbo,132.7,3 - Satisfactory
Ningbo,90.6,2 - Good
Ningbo,186.7,3 - Satisfactory
Ningbo,157.9,3 - Satisfactory
Ningbo,197.0,3 - Satisfactory
Ningbo,200.2,3 - Satisfactory
Ningbo,74.7,2 - Good
Ningbo,46.7,1 - Very Good
Ningbo,63.3,2 - Good
Ningbo,69.6,2 - Good
Ningbo,78.0,2 - Good
Ningbo,168.1,3 - Satisfactory
Ningbo,131.8,3 - Satisfactory
Ningbo,125.7,3 - Satisfactory
Ningbo,71.7,2 - Good
Ningbo,49.8,1 - Very Good
Ningbo,42.0,1 - Very Good
Ningbo,65.4,2 - Good
Ningbo,136.4,3 - Satisfactory
Ningbo,44.2,1 - Very Good
Ningbo,41.0,1 - Very Good
Ningbo,19.8,1 - Very Good
Ningbo,54.7,2 - Good
Ningbo,115.9,3 - Satisfactory
Ningbo,119.7,3 - Satisfactory
Ningbo,60.5,2 - Good
Ningbo,71.2,2 - Good
Ningbo,107.8,3 - Satisfactory
Ningbo,67.1,2 - Good
Ningbo,199.3,3 - Satisfactory
Ningbo,184.9,3 - Satisfactory
Ningbo,166.2,3 - Satisfactory
Ningbo,163.9,3 - Satisfactory
Ningbo,118.3,3 - Satisfactory
Ningbo,52.6,2 - Good
Ningbo,32.6,1 - Very Good
Ningbo,50.9,6 - Very Poor
Ningbo,32.9,1 - Very Good
Ningbo,47.3,1 - Very Good
Ningbo,92.4,2 - Good
Ningbo,80.8,2 - Good
Ningbo,115.3,3 - Satisfactory
Ningbo,101.5,3 - Satisfactory
Ningbo,50.9,6 - Very Poor
Ningbo,89.9,2 - Good
Ningbo,147.1,3 - Satisfactory
Ningbo,72.9,2 - Good
Ningbo,98.7,2 - Good
Ningbo,115.5,3 - Satisfactory
Ningbo,66.6,2 - Good
Ningbo,176.5,3 - Satisfactory
Ningbo,164.4,3 - Satisfactory
Ningbo,80.8,2 - Good
Ningbo,60.1,2 - Good
Ningbo,69.6,2 - Good
Ningbo,48.3,1 - Very Good
Ningbo,34.7,1 - Very Good
Ningbo,42.7,1 - Very Good
Ningbo,34.2,1 - Very Good
