Name,CO Pollution Category,SO2 Pollution Category,Final Pollution Category,CO,SO2
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,145.80772076893436,2.727628096018249
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,134.27877667849697,3.333738754018084
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,164.80050986627717,3.253015520445317
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,142.15095528050205,3.2791598366620063
Cities,4 - Borderline,2 - Good,4 - Borderline,186.97731102381655,2.4102848723731607
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,162.04790894304105,2.7622678585934644
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,163.83958812164772,3.5472139134296254
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,162.4914819843059,4.997381241016925
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,161.93923658291328,5.186789638183688
Cities,2 - Good,1 - Very Good,2 - Good,117.96980059133995,0.7428872274663488
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,132.46563050019623,1.3120545966658874
Cities,4 - Borderline,2 - Good,4 - Borderline,173.82388321648287,2.595226993795802
Cities,4 - Borderline,1 - Very Good,4 - Borderline,177.9151257619103,1.749573184828282
Cities,4 - Borderline,2 - Good,4 - Borderline,182.3010638072277,2.8571189835635398
Cities,6 - Very Poor,3 - Satisfactory,6 - Very Poor,170.85668217760607,4.505108149473928
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,127.74638596185045,1.6881435447088267
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,130.41495097762913,0.7488427346549127
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,152.51247343980143,1.6000040388746417
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,158.86637204810464,1.742434812424661
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,152.61223740676078,3.0004121299672604
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,151.9809203406187,2.588191434011979
Cities,4 - Borderline,3 - Satisfactory,4 - Borderline,173.39400972513056,4.176551051480207
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,152.70950279129684,2.505591427417114
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,139.9141564344167,2.9826359634336823
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,151.45597736092287,1.5587079020050778
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,139.78979908268957,2.3200787291750555
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,123.89139026956721,1.1688446343524412
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,129.87959121967234,1.69636072469764
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,132.1889862049422,0.9657338925440014
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,151.10587336949425,3.7223839422283738
Cities,2 - Good,2 - Good,2 - Good,113.02966010391233,2.0391794920643536
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,125.85446204196982,1.237689011701788
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,137.2037646420566,1.0464810701717697
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,140.5385689605581,3.1748185510737685
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,133.4843248206921,0.46801582756898746
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,142.6586652095006,1.6688067571171592
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,139.37599082531554,1.906826760673152
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,150.3680035721398,3.8353824414820954
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,137.0436380730606,2.4185854627153653
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,128.7853410881947,1.4686834575626067
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,143.43694997685398,0.7714052580478427
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,154.14585995375455,1.9197960965569705
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,134.27109134028464,1.4833107196519402
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,145.93274706766965,0.6395769051545509
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,133.9626816369711,1.3129358923297523
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,127.24403968571296,1.9272071145651826
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,130.94618804701972,0.4826401918423261
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,134.18865798667176,2.247075918433896
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,122.95246204135164,0.9185558072306558
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,169.4198289303346,3.001716675732753
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,163.6939874532989,3.6863432471032724
Cities,3 - Satisfactory,4 - Borderline,4 - Borderline,168.78341608389084,6.990289227398174
Cities,4 - Borderline,1 - Very Good,4 - Borderline,178.38573476364718,1.7384855723948782
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,168.24570591415983,1.8599089298027014
Cities,4 - Borderline,2 - Good,4 - Borderline,175.13982146880454,3.4208225676132886
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,128.67153575123208,1.8378507233725163
Cities,4 - Borderline,1 - Very Good,4 - Borderline,177.29828540784823,1.8058021629746992
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,129.92938600820827,2.268441985115184
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,145.10218100353077,1.793102428003185
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,167.11903665476146,2.0541880423107615
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,158.28406558094034,0.8320327856693188
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,125.27234510921751,0.8831541904879738
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,148.80598791465337,2.1860958996697244
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,142.90006259661013,1.0570549495897432
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,136.98912912506506,3.7801650531305415
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,128.5376440245438,1.0088359748430664
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,129.65286647455076,1.1966647436117739
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,142.45447948166313,2.1533965589977537
Cities,6 - Very Poor,1 - Very Good,6 - Very Poor,120.21046319784968,0.4244078952832282
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,124.17851161016073,0.6540338180633104
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,131.54839201390067,2.0591081468499
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,130.060726199229,1.4838060657723866
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,140.9976476739986,0.9897920641213933
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,149.2008653933016,2.813751489466346
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,143.75555699505836,1.6352793598269044
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,136.77340732767945,1.0461290458529424
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,127.48412905359216,0.09756848973749939
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,135.66883158636603,1.2217726285573896
Cities,2 - Good,1 - Very Good,2 - Good,111.67614196803002,0.4885842619081276
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,149.0107334482221,2.11650958668144
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,143.75455131685865,0.8877883437839907
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,141.4828549279794,0.28567893872488187
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,138.11149053268167,0.13776077490520097
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,124.02312176383157,1.7567105496781354
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,129.97474209181877,0.3841998298729747
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,151.65913930138802,0.19795367760818927
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,141.08007789667818,0.2389677442976936
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,132.13790199836905,2.745156124099467
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,135.16103555844387,0.9061385129009669
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,130.0100733077797,0.4828297280838151
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,137.5306208530655,0.9392386507257035
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,126.56161186574957,0.981152392909783
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,125.17826165105264,1.5326807527885786
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,163.7450115011183,1.1226221984879798
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,140.60072910615918,1.0727247466107819
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,131.91591419905106,0.18758918271005579
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,122.98577260204343,0.20604088843293655
Cities,2 - Good,1 - Very Good,2 - Good,113.90422124053326,0.394019193010935
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,130.31577017711356,1.628236118356187
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,149.42214068676594,3.734363932502449
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,135.91056051476735,0.5646920162819802
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,151.73665119597132,0.5636786980465536
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,128.50732758875003,0.9770674999999998
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,130.3875653625,0.13694962499999996
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,121.02182314875,0.1185295
Forests,2 - Good,1 - Very Good,2 - Good,111.44404873625,0.44048125
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,127.43918024375,0.09770674999999998
Forests,2 - Good,1 - Very Good,2 - Good,113.96146849375,0.12413562499999999
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,121.14937368625,0.2530765
Forests,2 - Good,1 - Very Good,2 - Good,118.078409805,0.049093637499999995
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,127.3754679975,0.164179375
Forests,2 - Good,1 - Very Good,2 - Good,112.16987886875002,0.24586862499999998
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,121.67162013625001,1.3214437499999998
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,127.49244826125,1.24135625
Forests,6 - Very Poor,1 - Very Good,6 - Very Poor,120.46427359500001,0.32755787499999994
Forests,2 - Good,1 - Very Good,2 - Good,93.02325473,0.9129974999999999
Forests,2 - Good,1 - Very Good,2 - Good,95.76940064624999,0.19060824999999998
Forests,2 - Good,1 - Very Good,2 - Good,103.67748845500002,0.5181661249999999
Forests,2 - Good,1 - Very Good,2 - Good,100.06530485,0.595851
Forests,2 - Good,1 - Very Good,2 - Good,102.9977347725,0.05758291249999999
Forests,2 - Good,1 - Very Good,2 - Good,97.97268125125002,0.14896275
Forests,2 - Good,2 - Good,2 - Good,96.4530862325,2.0262137499999997
Forests,2 - Good,1 - Very Good,2 - Good,97.51767980875,0.297124625
Forests,2 - Good,1 - Very Good,2 - Good,101.05806678125002,0.0736805
Forests,2 - Good,1 - Very Good,2 - Good,110.99734525624999,1.24135625
Forests,2 - Good,1 - Very Good,2 - Good,85.05231598250002,0.34998237499999996
Forests,2 - Good,1 - Very Good,2 - Good,98.37485233250001,0.3908269999999999
Forests,2 - Good,1 - Very Good,2 - Good,103.98025904875,0.7119778750000001
Forests,2 - Good,1 - Very Good,2 - Good,103.13101685625,0.17939599999999994
Forests,2 - Good,1 - Very Good,2 - Good,109.276547405,0.9770674999999998
Forests,2 - Good,1 - Very Good,2 - Good,104.2801306075,0.595851
Forests,2 - Good,1 - Very Good,2 - Good,88.06666815250001,0.21943975
Forests,2 - Good,1 - Very Good,2 - Good,98.09429366875,1.3694962499999999
Forests,2 - Good,1 - Very Good,2 - Good,96.15975150749999,0.7352032499999999
Forests,2 - Good,1 - Very Good,2 - Good,99.876335385,0.8729537499999999
Forests,2 - Good,1 - Very Good,2 - Good,96.19859087374999,0.566218625
Forests,2 - Good,1 - Very Good,2 - Good,94.54260466125001,0.32835875
Forests,2 - Good,1 - Very Good,2 - Good,96.84511069125,0.583837875
Forests,2 - Good,1 - Very Good,2 - Good,111.22456937875,0.756826875
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,123.70651862624999,0.13855137499999998
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,137.43475881875,0.5181661249999999
Forests,2 - Good,1 - Very Good,2 - Good,117.87547735500002,1.14525125
Forests,3 - Satisfactory,2 - Good,3 - Satisfactory,128.44550601749998,2.1623624999999995
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,153.421315765,0.48773287499999995
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,148.76356437625,0.0345978
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,135.8299643825,0.27870449999999997
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,128.84089867875,0.67113325
Forests,2 - Good,1 - Very Good,2 - Good,112.86451286375001,1.85803
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,146.4057701075,0.5806343749999999
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,147.57070950875,0.48292762499999997
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,153.86876851250005,0.13374612499999997
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,146.58241867374997,1.6417937499999997
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,134.01583020875,0.4308707499999999
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,154.80590258375003,0.5477984999999999
Forests,6 - Very Poor,1 - Very Good,6 - Very Poor,170.22432569750003,0.030513337499999998
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,147.211638815,0.052697574999999997
Forests,4 - Borderline,1 - Very Good,4 - Borderline,195.37053778125002,0.24426687499999994
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,135.84156052249998,0.14656012499999999
Forests,4 - Borderline,1 - Very Good,4 - Borderline,196.48001738250002,0.172989
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,168.5322556025,0.22584674999999999
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,135.90918366500003,0.44608737499999995
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,147.8059900075,0.22824937499999998
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,130.0222029225,0.237859875
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,131.42857451875003,0.12093212499999999
Forests,2 - Good,1 - Very Good,2 - Good,115.05867971500003,1.5697149999999997
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,122.87665235125,0.64870875
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,134.15544605375004,0.9770674999999998
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,124.05974223250001,0.47732149999999995
Forests,2 - Good,1 - Very Good,2 - Good,119.23410590625001,0.5982536249999999
Forests,2 - Good,1 - Very Good,2 - Good,111.28919545125,0.49574162499999996
Forests,2 - Good,1 - Very Good,2 - Good,109.98868414875001,0.19301087499999997
Forests,2 - Good,1 - Very Good,2 - Good,109.82432847125001,0.29231937499999994
Forests,2 - Good,1 - Very Good,2 - Good,118.7247895725,0.080888375
Forests,2 - Good,1 - Very Good,2 - Good,99.1008855375,0.67754025
Forests,2 - Good,1 - Very Good,2 - Good,115.552636065,0.8809625
Forests,2 - Good,1 - Very Good,2 - Good,98.79498482625002,0.43167162499999995
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,124.74467426375,0.6559166249999998
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,122.33340540375,0.31554475000000004
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,123.08934628625002,0.6198772499999999
Forests,2 - Good,1 - Very Good,2 - Good,109.147841455,1.04914625
Forests,2 - Good,1 - Very Good,2 - Good,96.2722536725,0.10731724999999999
Forests,2 - Good,1 - Very Good,2 - Good,88.66786078750002,1.46560125
Forests,2 - Good,1 - Very Good,2 - Good,98.07783429250001,0.6999647499999999
Forests,2 - Good,1 - Very Good,2 - Good,113.23598848625,0.6350938749999999
Forests,2 - Good,1 - Very Good,2 - Good,96.56410036625002,0.250673875
Forests,2 - Good,1 - Very Good,2 - Good,95.62275079000001,0.30833687499999995
Forests,2 - Good,1 - Very Good,2 - Good,90.98034187875,1.1292337499999998
Forests,2 - Good,1 - Very Good,2 - Good,86.41823063500001,0.3972339999999999
Forests,2 - Good,1 - Very Good,2 - Good,95.98909708125001,0.35478762499999994
Forests,2 - Good,2 - Good,2 - Good,93.40651906125,2.3866074999999998
Forests,2 - Good,1 - Very Good,2 - Good,91.14764560875001,1.28940875
Forests,2 - Good,1 - Very Good,2 - Good,97.2302937075,1.4415749999999998
Forests,2 - Good,1 - Very Good,2 - Good,105.94878784375,0.21143099999999998
Forests,2 - Good,1 - Very Good,2 - Good,90.13349104000001,0.502148625
Forests,2 - Good,1 - Very Good,2 - Good,99.60531412625001,0.8809625
Forests,2 - Good,1 - Very Good,2 - Good,96.34878749625001,0.21623625
Forests,2 - Good,1 - Very Good,2 - Good,111.35011720125,0.8889712499999999
Forests,2 - Good,1 - Very Good,2 - Good,97.27850592,1.2653824999999996
Forests,2 - Good,1 - Very Good,2 - Good,94.02346732125,1.11321625
Forests,2 - Good,1 - Very Good,2 - Good,93.68596782875001,0.06519122499999999
Forests,2 - Good,1 - Very Good,2 - Good,89.21414682000001,0.8489275
Forests,2 - Good,1 - Very Good,2 - Good,89.5458342375,0.5774308749999999
Forests,2 - Good,1 - Very Good,2 - Good,98.69713889375001,0.07992732499999998
Forests,2 - Good,1 - Very Good,2 - Good,95.3560745825,0.6366956249999999
Forests,2 - Good,1 - Very Good,2 - Good,105.06357731000001,0.49093637499999987
Forests,2 - Good,1 - Very Good,2 - Good,109.1872445225,0.8329099999999998
Forests,2 - Good,1 - Very Good,2 - Good,101.86584016875,0.362796375
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,133.49900369375,1.4816187499999998
Forests,2 - Good,1 - Very Good,2 - Good,104.1713817825,0.6951594999999999
Forests,2 - Good,1 - Very Good,2 - Good,112.36454486749999,0.31394299999999997
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,137.0139610875,0.7856583749999999
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,127.69372812125,0.08409187499999998
Forests,2 - Good,1 - Very Good,2 - Good,113.94749850625001,0.2827088749999999
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,137.23864680375002,0.6310895000000001
Forests,4 - Borderline,1 - Very Good,4 - Borderline,172.63158562625,0.0262687
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,133.50582062750001,0.40364099999999997
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,156.75723674,0.39403049999999995
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,132.64726511000003,0.26188612499999997
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,145.261610625,1.1852949999999998
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,162.81080345625003,0.43407425
Forests,4 - Borderline,1 - Very Good,4 - Borderline,194.62145234625004,0.0601457125
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,159.08242736875002,0.20182049999999999
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,162.48665423,0.608665
Forests,4 - Borderline,1 - Very Good,4 - Borderline,195.36996357625,0.7336014999999999
Forests,4 - Borderline,1 - Very Good,4 - Borderline,189.20857936750002,0.9049887499999999
Forests,4 - Borderline,1 - Very Good,4 - Borderline,179.49610136375,0.5990544999999999
Forests,4 - Borderline,1 - Very Good,4 - Borderline,188.21047452874998,1.2333474999999998
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,162.1659047175,1.2653824999999996
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,137.79735527125004,1.2974175
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,153.94041459125,1.3454699999999997
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,140.91735415875002,0.7808531249999998
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,137.11017893875004,0.030513337499999998
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,140.29599432375,0.233054625
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,139.41374934875003,0.217037125
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,124.12227805875,0.10571549999999999
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,125.79974444,0.7944679999999998
Forests,2 - Good,1 - Very Good,2 - Good,111.27407005125,0.00034197362499999997
Forests,2 - Good,1 - Very Good,2 - Good,106.35921487250002,0.7271944999999999
Forests,2 - Good,1 - Very Good,2 - Good,117.18872117250001,0.506153
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,123.98718582874999,0.78966275
Forests,2 - Good,1 - Very Good,2 - Good,111.0311568275,0.26508962499999994
Forests,2 - Good,1 - Very Good,2 - Good,119.34288624250001,0.09129974999999997
Forests,2 - Good,1 - Very Good,2 - Good,117.582044595,1.0891899999999999
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,133.85407245875,1.11321625
Forests,2 - Good,1 - Very Good,2 - Good,111.3767232,0.6262842499999999
Forests,2 - Good,1 - Very Good,2 - Good,110.70957751875001,0.32115087499999995
Forests,2 - Good,1 - Very Good,2 - Good,100.94912188625001,0.5397897500000001
Forests,2 - Good,1 - Very Good,2 - Good,104.2516584425,0.9450324999999999
Forests,2 - Good,1 - Very Good,2 - Good,108.23562928125,1.21733
Forests,6 - Very Poor,1 - Very Good,6 - Very Poor,120.95883566125,0.417255875
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,127.33194395875002,0.929015
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,123.26650953625,0.35238499999999995
Forests,2 - Good,1 - Very Good,2 - Good,99.06192012625002,1.14525125
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,125.68571923124999,0.18980737499999997
Forests,2 - Good,1 - Very Good,2 - Good,114.18272648625002,0.4893346249999999
Forests,2 - Good,1 - Very Good,2 - Good,109.7621497725,0.95304125
Forests,2 - Good,1 - Very Good,2 - Good,111.26773278874998,0.08409187499999998
Forests,2 - Good,1 - Very Good,2 - Good,115.186881485,0.27309837500000006
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,123.401234135,0.301129
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,123.13841980625,0.019381175
Forests,2 - Good,1 - Very Good,2 - Good,108.43757787999999,1.75391625
Forests,2 - Good,1 - Very Good,2 - Good,107.049752405,0.07127787499999999
Forests,2 - Good,1 - Very Good,2 - Good,103.193335605,0.2803062499999999
Forests,2 - Good,1 - Very Good,2 - Good,99.18062650625001,0.3635972499999999
Forests,2 - Good,1 - Very Good,2 - Good,103.16883735875001,0.9450324999999999
Forests,2 - Good,1 - Very Good,2 - Good,107.33329763500001,0.5405906249999999
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,126.75913245625001,0.047652062499999995
Forests,2 - Good,1 - Very Good,2 - Good,117.37596802250002,1.1612687499999998
Forests,2 - Good,1 - Very Good,2 - Good,108.31137532375001,0.10091024999999999
Forests,2 - Good,1 - Very Good,2 - Good,104.33959233624999,0.5774308749999999
Forests,2 - Good,1 - Very Good,2 - Good,114.01303490374998,0.03043325
Forests,2 - Good,1 - Very Good,2 - Good,96.16074936375,0.9450324999999999
Forests,2 - Good,1 - Very Good,2 - Good,91.98340098625,1.1852949999999998
Forests,2 - Good,1 - Very Good,2 - Good,105.14063282000001,0.8409187499999999
Forests,2 - Good,1 - Very Good,2 - Good,101.52794153375001,0.09370237499999999
Forests,2 - Good,1 - Very Good,2 - Good,106.1392943575,0.9210062499999999
Forests,2 - Good,1 - Very Good,2 - Good,101.68096366500001,0.364398125
Forests,2 - Good,1 - Very Good,2 - Good,97.74388156625,0.17859512499999997
Forests,2 - Good,1 - Very Good,2 - Good,90.54641095875,0.116126875
Forests,2 - Good,1 - Very Good,2 - Good,97.97831476249999,0.49413987499999984
Forests,2 - Good,1 - Very Good,2 - Good,83.72045098625,0.11452512499999999
Forests,2 - Good,1 - Very Good,2 - Good,72.67835578875001,1.0971987499999998
Forests,2 - Good,1 - Very Good,2 - Good,100.20278493250001,1.2013124999999998
Forests,2 - Good,1 - Very Good,2 - Good,104.33162349125,0.3043325
Forests,2 - Good,1 - Very Good,2 - Good,98.69524821875,0.61347025
Forests,2 - Good,1 - Very Good,2 - Good,80.7320395775,0.63589475
Forests,2 - Good,1 - Very Good,2 - Good,88.14217611,1.01711125
Forests,2 - Good,1 - Very Good,2 - Good,93.03645794375,0.8969799999999999
Forests,2 - Good,1 - Very Good,2 - Good,101.2468436775,0.8249012499999999
Forests,2 - Good,1 - Very Good,2 - Good,97.11826071,1.2013124999999998
Forests,2 - Good,1 - Very Good,2 - Good,105.19161102000001,1.1772862499999999
Forests,2 - Good,1 - Very Good,2 - Good,102.1661878975,0.644704375
Forests,2 - Good,1 - Very Good,2 - Good,116.46169711375,0.38602174999999994
Forests,2 - Good,1 - Very Good,2 - Good,112.70971910000002,0.48132587499999996
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,121.52772926500002,1.41754875
Forests,2 - Good,1 - Very Good,2 - Good,111.65837425375001,0.6246824999999999
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,132.79234640625,0.338770125
Forests,2 - Good,1 - Very Good,2 - Good,118.6726069425,0.167382875
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,135.82971579374998,1.8820562499999995
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,138.180290485,0.929015
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,126.12779756,1.6097587499999997
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,139.19014201750002,0.022424499999999993
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,138.8712061525,0.44048125
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,136.58884281375003,0.42045937499999997
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,125.04404164249999,0.390026125
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,147.12953100125,0.27309837500000006
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,140.82556889,0.17058637499999998
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,150.756780485,0.13614874999999999
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,130.9447963025,0.07071726249999999
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,132.7421699925,0.15136537499999997
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,150.10916827750003,0.0864945
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,159.2348963025,0.46610925
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,148.44206559625,1.5456887499999998
Forests,4 - Borderline,1 - Very Good,4 - Borderline,203.81921859,0.21063012499999997
Forests,4 - Borderline,1 - Very Good,4 - Borderline,196.11261371375002,0.35719024999999993
Forests,3 - Satisfactory,1 - Very Good,3 - Satisfactory,166.07853758750002,0.3764112499999999
